2558,Play it to the Bone (1999),,,,,
2559,Titus (1999),,,,,
2560,Mr. Death: The Rise and Fall of Fred A. Leuchter,,,,,
2561,Third Miracle,,,,,
2562,Snow Falling on Cedars (1999),,,,,
2563,Girl,,,,,
2564,Life and Times of Hank Greenberg,,,,,
2565,My Dog Skip (1999),,,,,
2566,Supernova (2000),,,,,
2567,Terrorist,,,,,
2568,Way We Were,,,,,
2569,Stalag 17 (1953),,,,,
2570,Presidio,,,,,
2571,Papillon (1973),,,,,
2572,Pal Joey (1957),,,,,
2573,Last Detail,,,,,
2574,Five Easy Pieces (1970),,,,,
2575,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),,,,,
2576,Dead Calm (1989),,,,,
2577,Boys from Brazil,,,,,
2578,Black Sunday (La maschera del demonio) (1960),,,,,
2579,Against All Odds (1984),,,,,
2580,Snows of Kilimanjaro,,,,,
2581,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),,,,,
2582,Fast Times at Ridgemont High (1982),,,,,
2583,Cry in the Dark,,,,,
2584,Batman: Mask of the Phantasm (1993),,,,,
2585,American Flyers (1985),,,,,
2586,Vampyros Lesbos (Vampiras,,,,,
2587,Star Is Born,,,,,
2588,Poison (1991),,,,,
2589,Pacific Heights (1990),,,,,
2590,Draughtsman's Contract,,,,,
2591,Zed & Two Noughts,,,,,
2592,Woman in the Dunes (Suna no onna) (1964),,,,,
2593,Down to You (2000),,,,,
2594,Seven Chances (1925),,,,,
2595,Where the Buffalo Roam (1980),,,,,
2596,Eye of the Beholder (1999),,,,,
2597,Isn't She Great? (2000),,,,,
2598,Big Tease,,,,,
2599,Cup,,,,,
2600,Encino Man (1992),,,,,
2601,Goodbye Girl,,,,,
2602,I Am Cuba (Soy Cuba/Ya Kuba) (1964),,,,,
2603,Malcolm X (1992),,,,,
2604,Sister Act (1992),,,,,
2605,Sister Act 2: Back in the Habit (1993),,,,,
2606,Hand That Rocks the Cradle,,,,,
2607,Alive (1993),,,,,
2608,Agnes of God (1985),,,,,
2609,Scent of a Woman (1992),,,,,
2610,Wayne's World (1992),,,,,
2611,Wayne's World 2 (1993),,,,,
2612,League of Their Own,,,,,
2613,Patriot Games (1992),,,,,
2614,Bodyguard,,,,,
2615,Death Becomes Her (1992),,,,,
2616,Far and Away (1992),,,,,
2617,Howards End (1992),,,,,
2618,Singles (1992),,,,,
2619,Twin Peaks: Fire Walk with Me (1992),,,,,
2620,White Men Can't Jump (1992),,,,,
2621,Buffy the Vampire Slayer (1992),,,,,
2622,Hard-Boiled (Lat sau san taam) (1992),,,,,
2623,Man Bites Dog (C'est arrivé près de chez vous) (1992),,,,,
2624,Mariachi,,,,,
2625,Stop! Or My Mom Will Shoot (1992),,,,,
2626,Forever Young (1992),,,,,
2627,Cutting Edge,,,,,
2628,Of Mice and Men (1992),,,,,
2629,Bad Lieutenant (1992),,,,,
2630,Scream 3 (2000),,,,,
2631,Single White Female (1992),,,,,
2632,Boondock Saints,,,,,
2633,Gun Shy (2000),,,,,
2634,Brandon Teena Story,,,,,
2635,Different for Girls (1996),,,,,
2636,They Might Be Giants (1971),,,,,
2637,Beach,,,,,
2638,Snow Day (2000),,,,,
2639,Tigger Movie,,,,,
2640,Not One Less (Yi ge dou bu neng shao) (1999),,,,,
2641,Big Combo,,,,,
2642,Eaten Alive (1977),,,,,
2643,To Sir with Love (1967),,,,,
2644,Boiler Room (2000),,,,,
2645,Hanging Up (2000),,,,,
2646,Pitch Black (2000),,,,,
2647,Whole Nine Yards,,,,,
2648,Beautiful People (1999),,,,,
2649,Black Tar Heroin: The Dark End of the Street (2000),,,,,
2650,Blue Collar (1978),,,,,
2651,Circus,,,,,
2652,City Lights (1931),,,,,
2653,Flamingo Kid,,,,,
2654,Dog's Life,,,,,
2655,Kid,,,,,
2656,Class Reunion (1982),,,,,
2657,Big Trees,,,,,
2658,Reindeer Games (2000),,,,,
2659,Wonder Boys (2000),,,,,
2660,Deterrence (1999),,,,,
2661,Mifune's Last Song (Mifunes sidste sang) (1999),,,,,
2662,Drowning Mona (2000),,,,,
2663,Next Best Thing,,,,,
2664,What Planet Are You From? (2000),,,,,
2665,Beyond the Mat (1999),,,,,
2666,Ghost Dog: The Way of the Samurai (1999),,,,,
2667,The Year My Voice Broke (1987),,,,,
2668,Splendor in the Grass (1961),,,,,
2669,My Tutor (1983),,,,,
2670,Key Largo (1948),,,,,
2671,For All Mankind (1989),,,,,
2672,Cross of Iron (1977),,,,,
2673,Bride of the Monster (1955),,,,,
2674,Born Yesterday (1950),,,,,
2675,Birdy (1984),,,,,
2676,And God Created Woman (1988),,,,,
2677,Blood Feast (1963),,,,,
2678,Never Cry Wolf (1983),,,,,
2679,Perils of Pauline,,,,,
2680,Raisin in the Sun,,,,,
2681,Two Thousand Maniacs! (1964),,,,,
2682,Mission to Mars (2000),,,,,
2683,Ninth Gate,,,,,
2684,East-West (Est-ouest) (1999),,,,,
2685,Defending Your Life (1991),,,,,
2686,Breaking Away (1979),,,,,
2687,Hoosiers (a.k.a. Best Shot) (1986),,,,,
2688,Bull Durham (1988),,,,,
2689,Dog Day Afternoon (1975),,,,,
2690,American Graffiti (1973),,,,,
2691,Asphalt Jungle,,,,,
2692,Searchers,,,,,
2693,Big Country,,,,,
2694,Betrayed (1988),,,,,
2695,Bound for Glory (1976),,,,,
2696,Hangmen Also Die! (1943),,,,,
2697,On the Beach (1959),,,,,
2698,Railroaded! (1947),,,,,
2699,Taking of Pelham One Two Three,,,,,
2700,Volunteers (1985),,,,,
2701,JFK (1991),,,,,
2702,Who's Harry Crumb? (1989),,,,,
2703,Harry and the Hendersons (1987),,,,,
2704,Shanghai Surprise (1986),,,,,
2705,Who's That Girl? (1987),,,,,
2706,She-Devil (1989),,,,,
2707,Date with an Angel (1987),,,,,
2708,Blind Date (1987),,,,,
2709,Nadine (1987),,,,,
2710,Muppet Movie,,,,,
2711,Great Muppet Caper,,,,,
2712,Muppets Take Manhattan,,,,,
2713,Sesame Street Presents Follow That Bird (1985),,,,,
2714,We're Back! A Dinosaur's Story (1993),,,,,
2715,Baby... Secret of the Lost Legend (1985),,,,,
2716,Turtle Diary (1985),,,,,
2717,Titanic (1953),,,,,
2718,Night to Remember,,,,,
2719,Captain Horatio Hornblower R.N. (1951),,,,,
2720,Erin Brockovich (2000),,,,,
2721,Final Destination (2000),,,,,
2722,Bear,,,,,
2723,Love Is a Many-Splendored Thing (1955),,,,,
2724,Mirror,,,,,
2725,Crimson Pirate,,,,,
2726,Thelma & Louise (1991),,,,,
2727,...And Justice for All (1979),,,,,
2728,Animal House (1978),,,,,
2729,She's Gotta Have It (1986),,,,,
2730,School Daze (1988),,,,,
2731,Do the Right Thing (1989),,,,,
2732,Mo' Better Blues (1990),,,,,
2733,Jungle Fever (1991),,,,,
2734,Coogan's Bluff (1968),,,,,
2735,Champ,,,,,
2736,Creature Comforts (1989),,,,,
2737,Death Wish (1974),,,,,
2738,Death Wish 2 (1982),,,,,
2739,Death Wish 3 (1985),,,,,
2740,Death Wish 5: The Face of Death (1994),,,,,
2741,Double Indemnity (1944),,,,,
2742,Dying Young (1991),,,,,
2743,Cool as Ice (1991),,,,,
2744,Teenage Mutant Ninja Turtles (1990),,,,,
2745,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),,,,,
2746,Teenage Mutant Ninja Turtles III (1993),,,,,
2747,Red Dawn (1984),,,,,
2748,Band of the Hand (1986),,,,,
2749,Bloodsport (1988),,,,,
2750,Eyes of Laura Mars (1978),,,,,
2751,Funny Bones (1995),,,,,
2752,Good Earth,,,,,
2753,Good Morning,,,,,
2754,Good Mother,,,,,
2755,Grumpy Old Men (1993),,,,,
2756,Guess Who's Coming to Dinner (1967),,,,,
2757,Romeo Must Die (2000),,,,,
2758,Here on Earth (2000),,,,,
2759,Whatever It Takes (2000),,,,,
2760,Color of Paradise,,,,,
2761,Waking the Dead (2000),,,,,
2762,Gothic (1986),,,,,
2763,Hillbillys in a Haunted House (1967),,,,,
2764,Lord of the Flies (1963),,,,,
2765,Modern Times (1936),,,,,
2766,Last Resort (National Lampoon's Last Resort) (1994),,,,,
2767,That's Life! (1986),,,,,
2768,Heart and Souls (1993),,,,,
2769,Hud (1963),,,,,
2770,Hustler,,,,,
2771,Inherit the Wind (1960),,,,,
2772,Dersu Uzala (1975),,,,,
2773,Close Encounters of the Third Kind (1977),,,,,
2774,Retroactive (1997),,,,,
2775,Place in the Sun,,,,,
2776,Jacob's Ladder (1990),,,,,
2777,Empire Records (1995),,,,,
2778,Bamba,,,,,
2779,Ladyhawke (1985),,,,,
2780,Lucas (1986),,,,,
2781,High Fidelity (2000),,,,,
2782,Road to El Dorado,,,,,
2783,Skulls,,,,,
2784,El Dorado (1966),,,,,
2785,Hook (1991),,,,,
2786,Horror Express (1972),,,,,
2787,My Chauffeur (1986),,,,,
2788,Son of the Sheik,,,,,
2789,True Grit (1969),,,,,
2790,Roadside Prophets (1992),,,,,
2791,Madame Sousatzka (1988),,,,,
2792,Max Dugan Returns (1983),,,,,
2793,Midnight Express (1978),,,,,
2794,Misery (1990),,,,,
2795,Mr. Saturday Night (1992),,,,,
2796,Murphy's Romance (1985),,,,,
2797,My Life (1993),,,,,
2798,Solaris (Solyaris) (1972),,,,,
2799,Network (1976),,,,,
2800,No Way Out (1987),,,,,
2801,North Dallas Forty (1979),,,,,
2802,Odd Couple,,,,,
2803,Outlaw Josey Wales,,,,,
2804,Black and White (1999),,,,,
2805,Frequency (2000),,,,,
2806,Ready to Rumble (2000),,,,,
2807,Return to Me (2000),,,,,
2808,Rules of Engagement (2000),,,,,
2809,Me Myself I (2000),,,,,
2810,Bell,,,,,
2811,End of Violence,,,,,
2812,Force 10 from Navarone (1978),,,,,
2813,How to Stuff a Wild Bikini (1965),,,,,
2814,Mystery Train (1989),,,,,
2815,Sacco and Vanzetti (Sacco e Vanzetti) (1971),,,,,
2816,Arthur (1981),,,,,
2817,Bachelor Party (1984),,,,,
2818,Parenthood (1989),,,,,
2819,Predator (1987),,,,,
2820,Prince of Tides,,,,,
2821,Postman Always Rings Twice,,,,,
2822,All the Vermeers in New York (1990),,,,,
2823,28 Days (2000),,,,,
2824,American Psycho (2000),,,,,
2825,Keeping the Faith (2000),,,,,
2826,Where the Money Is (2000),,,,,
2827,East is East (1999),,,,,
2828,Filth and the Fury,,,,,
2829,Passion of Mind (2000),,,,,
2830,Diner (1982),,,,,
2831,Shakes the Clown (1992),,,,,
2832,Cabaret (1972),,,,,
2833,What Ever Happened to Baby Jane? (1962),,,,,
2834,Prick Up Your Ears (1987),,,,,
2835,Auntie Mame (1958),,,,,
2836,Guys and Dolls (1955),,,,,
2837,The Hunger (1983),,,,,
2838,Marathon Man (1976),,,,,
2839,Caddyshack (1980),,,,,
2840,Gossip (2000),,,,,
2841,Love and Basketball (2000),,,,,
2842,U-571 (2000),,,,,
2843,Virgin Suicides,,,,,
2844,Jennifer 8 (1992),,,,,
2845,Limelight (1952),,,,,
2846,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),,,,,
2847,Crow: Salvation,,,,,
2848,Flintstones in Viva Rock Vegas,,,,,
2849,Where the Heart Is (2000),,,,,
2850,Big Kahuna,,,,,
2851,Bossa Nova (2000),,,,,
2852,Smiling Fish and Goat on Fire (1999),,,,,
2853,Idiots,,,,,
2854,Time Code (2000),,,,,
2855,Carnosaur (1993),,,,,
2856,Carnosaur 2 (1995),,,,,
2857,Carnosaur 3: Primal Species (1996),,,,,
2858,Defying Gravity (1997),,,,,
2859,Hidden,,,,,
2860,Two Moon Junction (1988),,,,,
2861,Gladiator (2000),,,,,
2862,I Dreamed of Africa (2000),,,,,
2863,Up at the Villa (2000),,,,,
2864,Human Traffic (1999),,,,,
2865,Breathless (1983),,,,,
2866,Inferno (1980),,,,,
2867,King of Marvin Gardens,,,,,
2868,Lords of Flatbush,,,,,
2869,Mr. Mom (1983),,,,,
2870,Battlefield Earth (2000),,,,,
2871,Center Stage (2000),,,,,
2872,Screwed (2000),,,,,
2873,Hamlet (2000),,,,,
2874,Anchors Aweigh (1945),,,,,
2875,Blue Hawaii (1961),,,,,
2876,G.I. Blues (1960),,,,,
2877,Gypsy (1962),,,,,
2878,King Creole (1958),,,,,
2879,On the Town (1949),,,,,
2880,Pee-wee's Big Adventure (1985),,,,,
2881,Regret to Inform (1998),,,,,
2882,Saludos Amigos (1943),,,,,
2883,The Slipper and the Rose: The Story of Cinderella (1976),,,,,
2884,Things Change (1988),,,,,
2885,Honeymoon in Vegas (1992),,,,,
2886,Dinosaur (2000),,,,,
2887,Loser (2000),,,,,
2888,Road Trip (2000),,,,,
2889,Small Time Crooks (2000),,,,,
2890,Hollywood Knights,,,,,
2891,Myth of Fingerprints,,,,,
2892,Possession (1981),,,,,
2893,Twelve Chairs,,,,,
2894,Mission: Impossible II (2000),,,,,
2895,Shanghai Noon (2000),,,,,
2896,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),,,,,
2897,Carnival of Souls (1962),,,,,
2898,Flying Tigers (1942),,,,,
2899,Gold Rush,,,,,
2900,Monsieur Verdoux (1947),,,,,
2901,On Her Majesty's Secret Service (1969),,,,,
2902,Seven Days in May (1964),,,,,
2903,Spy Who Loved Me,,,,,
2904,Vagabond (Sans toit ni loi) (1985),,,,,
2905,Moonraker (1979),,,,,
2906,Man with the Golden Gun,,,,,
2907,King in New York,,,,,
2908,Fighting Seabees,,,,,
2909,Big Momma's House (2000),,,,,
2910,American Gigolo (1980),,,,,
2911,Endless Summer,,,,,
2912,Guns of Navarone,,,,,
2913,Blow-Out (La grande bouffe) (1973),,,,,
2914,Lured (1947),,,,,
2915,Pandora and the Flying Dutchman (1951),,,,,
2916,Quatermass and the Pit (1967),,,,,
2917,Quatermass 2 (Enemy from Space) (1957),,,,,
2918,Puppet Master (1989),,,,,
2919,Puppet Master II (1991),,,,,
2920,Puppet Master III: Toulon's Revenge (1991),,,,,
2921,Puppet Master 4 (1993),,,,,
2922,Puppet Master 5: The Final Chapter (1994),,,,,
2923,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),,,,,
2924,Romeo and Juliet (1968),,,,,
2925,Stay Tuned (1992),,,,,
2926,Blazing Saddles (1974),,,,,
2927,Benji (1974),,,,,
2928,Benji the Hunted (1987),,,,,
2929,For the Love of Benji (1977),,,,,
2930,White Christmas (1954),,,,,
2931,Eraserhead (1977),,,,,
2932,Baraka (1992),,,,,
2933,Man with the Golden Arm,,,,,
2934,Decline of Western Civilization,,,,,
2935,Decline of Western Civilization Part II: The Metal Years,,,,,
2936,For a Few Dollars More (Per qualche dollaro in più) (1965),,,,,
2937,Magnum Force (1973),,,,,
2938,Blood Simple (1984),,,,,
2939,Fabulous Baker Boys,,,,,
2940,Prizzi's Honor (1985),,,,,
2941,Flatliners (1990),,,,,
2942,Light Years (Gandahar) (1988),,,,,
2943,Porky's (1982),,,,,
2944,Porky's II: The Next Day (1983),,,,,
2945,Porky's Revenge (1985),,,,,
2946,Private School (1983),,,,,
2947,Class of Nuke 'Em High (1986),,,,,
2948,Toxic Avenger,,,,,
2949,Toxic Avenger,,,,,
2950,Toxic Avenger Part III: The Last Temptation of Toxie,,,,,
2951,Night of the Creeps (1986),,,,,
2952,Predator 2 (1990),,,,,
2953,Running Man,,,,,
2954,Starman (1984),,,,,
2955,Brother from Another Planet,,,,,
2956,Alien Nation (1988),,,,,
2957,Mad Max (1979),,,,,
2958,Road Warrior,,,,,
2959,Mad Max Beyond Thunderdome (1985),,,,,
2960,Bird on a Wire (1990),,,,,
2961,Angel Heart (1987),,,,,
2962,9 1/2 Weeks (Nine 1/2 Weeks) (1986),,,,,
2963,Firestarter (1984),,,,,
2964,Sleepwalkers (1992),,,,,
2965,Action Jackson (1988),,,,,
2966,Soapdish (1991),,,,,
2967,Long Walk Home,,,,,
2968,Clara's Heart (1988),,,,,
2969,Burglar (1987),,,,,
2970,Fatal Beauty (1987),,,,,
2971,Gone in 60 Seconds (2000),,,,,
2972,American Pimp (1999),,,,,
2973,Love's Labour's Lost (2000),,,,,
2974,Sunshine (1999),,,,,
2975,Trixie (2000),,,,,
2976,Hamlet (1990),,,,,
2977,Coming Home (1978),,,,,
2978,American Pop (1981),,,,,
2979,Assault on Precinct 13 (1976),,,,,
2980,Near Dark (1987),,,,,
2981,One False Move (1992),,,,,
2982,Shaft (1971),,,,,
2983,Conversation,,,,,
2984,Cutter's Way (1981),,,,,
2985,Fury,,,,,
2986,Paper Chase,,,,,
2987,Prince of the City (1981),,,,,
2988,Serpico (1973),,,,,
2989,Ace in the Hole (Big Carnival,,,,,
2990,Lonely Are the Brave (1962),,,,,
2991,Sugarland Express,,,,,
2992,Trouble in Paradise (1932),,,,,
2993,Big Trouble in Little China (1986),,,,,
2994,Badlands (1973),,,,,
2995,Battleship Potemkin (1925),,,,,
2996,Boys and Girls (2000),,,,,
2997,Shaft (2000),,,,,
2998,Titan A.E. (2000),,,,,
2999,Butterfly (La lengua de las mariposas) (1999),,,,,
3000,Jesus' Son (1999),,,,,
3001,Chicken Run (2000),,,,,
3002,Me,,,,,
3003,Patriot,,,,,
3004,Adventures of Rocky and Bullwinkle,,,,,
3005,Perfect Storm,,,,,
3006,Asylum (1972),,,,,
3007,Communion (1989),,,,,
3008,Fun and Fancy Free (1947),,,,,
3009,Kentucky Fried Movie,,,,,
3010,Blood In,,,,,
3011,F/X (1986),,,,,
3012,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),,,,,
3013,Hot Spot,,,,,
3014,Missing in Action (1984),,,,,
3015,Braddock: Missing in Action III (1988),,,,,
3016,Thunderbolt and Lightfoot (1974),,,,,
3017,Dreamscape (1984),,,,,
3018,The Golden Voyage of Sinbad (1973),,,,,
3019,House Party (1990),,,,,
3020,House Party 2 (1991),,,,,
3021,Make Mine Music (1946),,,,,
3022,Nekromantik (1987),,,,,
3023,Rocketship X-M (1950),,,,,
3024,Croupier (1998),,,,,
3025,Kid,,,,,
3026,Scary Movie (2000),,,,,
3027,But I'm a Cheerleader (1999),,,,,
3028,Shower (Xizao) (1999),,,,,
3029,Blow-Up (Blowup) (1966),,,,,
3030,Pawnbroker,,,,,
3031,Groove (2000),,,,,
3032,Footloose (1984),,,,,
3033,Duel in the Sun (1946),,,,,
3034,X-Men (2000),,,,,
3035,Chuck & Buck (2000),,,,,
3036,Five Senses,,,,,
3037,What Lies Beneath (2000),,,,,
3038,Pokémon the Movie 2000 (2000),,,,,
3039,Criminal Lovers (1999),,,,,
3040,Anatomy of a Murder (1959),,,,,
3041,Freejack (1992),,,,,
3042,H.O.T.S. (1979),,,,,
3043,Knightriders (1981),,,,,
3044,Mackenna's Gold (1969),,,,,
3045,Sinbad and the Eye of the Tiger (1977),,,,,
3046,What About Bob? (1991),,,,,
3047,White Sands (1992),,,,,
3048,Breaker Morant (1980),,,,,
3049,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),,,,,
3050,Interiors (1978),,,,,
3051,Love and Death (1975),,,,,
3052,Official Story,,,,,
3053,Tampopo (1985),,,,,
3054,Thomas and the Magic Railroad (2000),,,,,
3055,Nutty Professor II: The Klumps (2000),,,,,
3056,Girl on the Bridge,,,,,
3057,Wonderland (1999),,,,,
3058,Autumn in New York (2000),,,,,
3059,Coyote Ugly (2000),,,,,
3060,Hollow Man (2000),,,,,
3061,Space Cowboys (2000),,,,,
3062,Mad About Mambo (2000),,,,,
3063,Saving Grace (2000),,,,,
3064,Black Sabbath (Tre volti della paura,,,,,
3065,Brain That Wouldn't Die,,,,,
3066,Bronco Billy (1980),,,,,
3067,Crush,,,,,
3068,Kelly's Heroes (1970),,,,,
3069,Phantasm II (1988),,,,,
3070,Phantasm III: Lord of the Dead (1994),,,,,
3071,Phantasm IV: Oblivion (1998),,,,,
3072,Pumpkinhead (1988),,,,,
3073,Air America (1990),,,,,
3074,Sleepaway Camp (1983),,,,,
3075,Steel Magnolias (1989),,,,,
3076,And God Created Woman (Et Dieu... créa la femme) (1956),,,,,
3077,Easy Money (1983),,,,,
3078,Ilsa,,,,,
3079,Silent Fall (1994),,,,,
3080,The Spiral Staircase (1945),,,,,
3081,I'm the One That I Want (2000),,,,,
3082,Tao of Steve,,,,,
3083,Aimée & Jaguar (1999),,,,,
3084,Affair of Love,,,,,
3085,Bless the Child (2000),,,,,
3086,Cecil B. DeMented (2000),,,,,
3087,Eyes of Tammy Faye,,,,,
3088,Opportunists,,,,,
3089,Replacements,,,,,
3090,Cell,,,,,
3091,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),,,,,
3092,Original Kings of Comedy,,,,,
3093,Naked Gun: From the Files of Police Squad!,,,,,
3094,Naked Gun 2 1/2: The Smell of Fear,,,,,
3095,Our Town (1940),,,,,
3096,Shane (1953),,,,,
3097,Suddenly,,,,,
3098,Cat Ballou (1965),,,,,
3099,Devil Rides Out,,,,,
3100,Supergirl (1984),,,,,
3101,Art of War,,,,,
3102,Ballad of Ramblin' Jack,,,,,
3103,Bring It On (2000),,,,,
3104,Catfish in Black Bean Sauce (2000),,,,,
3105,Love & Sex (2000),,,,,
3106,Steal This Movie! (2000),,,,,
3107,Highlander: Endgame (Highlander IV) (2000),,,,,
3108,Back Stage (2000),,,,,
3109,Turn It Up (2000),,,,,
3110,Anatomy (Anatomie) (2000),,,,,
3111,Nurse Betty (2000),,,,,
3112,Watcher,,,,,
3113,Way of the Gun,,,,,
3114,Almost Famous (2000),,,,,
3115,Crime and Punishment in Suburbia (2000),,,,,
3116,Duets (2000),,,,,
3117,Goya in Bordeaux (Goya en Burdeos) (1999),,,,,
3118,Urbania (2000),,,,,
3119,Specials,,,,,
3120,Under Suspicion (2000),,,,,
3121,Urban Legends: Final Cut (2000),,,,,
3122,Woman on Top (2000),,,,,
3123,Dancer in the Dark (2000),,,,,
3124,Best in Show (2000),,,,,
3125,Barenaked in America (1999),,,,,
3126,Broken Hearts Club,,,,,
3127,Girlfight (2000),,,,,
3128,Remember the Titans (2000),,,,,
3129,Hellraiser (1987),,,,,
3130,Hellbound: Hellraiser II (1988),,,,,
3131,Hellraiser III: Hell on Earth (1992),,,,,
3132,Faraway,,,,,
3133,Beach Party (1963),,,,,
3134,Bikini Beach (1964),,,,,
3135,Return of the Fly (1959),,,,,
3136,Pajama Party (1964),,,,,
3137,Stranger Than Paradise (1984),,,,,
3138,Voyage to the Bottom of the Sea (1961),,,,,
3139,Fantastic Voyage (1966),,,,,
3140,Abbott and Costello Meet Frankenstein (1948),,,,,
3141,Bank Dick,,,,,
3142,Creature from the Black Lagoon,,,,,
3143,Invisible Man,,,,,
3144,Killer Shrews,,,,,
3145,Kronos (1957),,,,,
3146,Phantom of the Opera (1943),,,,,
3147,Runaway (1984),,,,,
3148,Slumber Party Massacre,,,,,
3149,Slumber Party Massacre II (1987),,,,,
3150,Slumber Party Massacre III (1990),,,,,
3151,Sorority House Massacre (1986),,,,,
3152,Sorority House Massacre II (1990),,,,,
3153,Bamboozled (2000),,,,,
3154,Digimon: The Movie (2000),,,,,
3155,Get Carter (2000),,,,,
3156,Get Carter (1971),,,,,
3157,Meet the Parents (2000),,,,,
3158,Requiem for a Dream (2000),,,,,
3159,Tigerland (2000),,,,,
3160,Two Family House (2000),,,,,
3161,Contender,,,,,
3162,Dr. T and the Women (2000),,,,,
3163,Ladies Man,,,,,
3164,Lost Souls (2000),,,,,
3165,Billy Jack (1971),,,,,
3166,Time Machine,,,,,
3167,Haunted (1995),,,,,
3168,Ghoulies (1985),,,,,
3169,Ghoulies II (1987),,,,,
3170,Unsinkable Molly Brown,,,,,
3171,Adventures of Ichabod and Mr. Toad,,,,,
3172,Strange Love of Martha Ivers,,,,,
3173,Detour (1945),,,,,
3174,Billy Elliot (2000),,,,,
3175,Bedazzled (2000),,,,,
3176,Pay It Forward (2000),,,,,
3177,Beyond,,,,,
3178,Private Eyes,,,,,
3179,Legend of Drunken Master,,,,,
3180,Book of Shadows: Blair Witch 2 (2000),,,,,
3181,Lucky Numbers (2000),,,,,
3182,Stardom (2000),,,,,
3183,Charlie's Angels (2000),,,,,
3184,Legend of Bagger Vance,,,,,
3185,Little Nicky (2000),,,,,
3186,Men of Honor (2000),,,,,
3187,Red Planet (2000),,,,,
3188,You Can Count on Me (2000),,,,,
3189,Diamonds Are Forever (1971),,,,,
3190,Eagle Has Landed,,,,,
3191,6th Day,,,,,
3192,Bounce (2000),,,,,
3193,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),,,,,
3194,One Day in September (1999),,,,,
3195,Rugrats in Paris: The Movie (2000),,,,,
3196,102 Dalmatians (2000),,,,,
3197,Malèna (2000),,,,,
3198,Quills (2000),,,,,
3199,Unbreakable (2000),,,,,
3200,Crouching Tiger,,,,,
3201,Dungeons & Dragons (2000),,,,,
3202,Proof of Life (2000),,,,,
3203,Vertical Limit (2000),,,,,
3204,Bounty,,,,,
3205,Code of Silence (1985),,,,,
3206,Planes,,,,,
3207,She's Having a Baby (1988),,,,,
3208,Living Daylights,,,,,
3209,Transformers: The Movie (1986),,,,,
3210,Wall Street (1987),,,,,
3211,Born on the Fourth of July (1989),,,,,
3212,Talk Radio (1988),,,,,
3213,Brewster's Millions (1985),,,,,
3214,Snatch (2000),,,,,
3215,Punchline (1988),,,,,
3216,Chocolat (2000),,,,,
3217,Dude,,,,,
3218,Emperor's New Groove,,,,,
3219,Pollock (2000),,,,,
3220,What Women Want (2000),,,,,
3221,Finding Forrester (2000),,,,,
3222,Gift,,,,,
3223,Before Night Falls (2000),,,,,
3224,Cast Away (2000),,,,,
3225,Family Man,,,,,
3226,House of Mirth,,,,,
3227,Miss Congeniality (2000),,,,,
3228,Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999),,,,,
3229,O Brother,,,,,
3230,State and Main (2000),,,,,
3231,Dracula 2000 (2000),,,,,
3232,All the Pretty Horses (2000),,,,,
3233,Thirteen Days (2000),,,,,
3234,Traffic (2000),,,,,
3235,Claim,,,,,
3236,Shadow of the Vampire (2000),,,,,
3237,House of Games (1987),,,,,
3238,Annie (1982),,,,,
3239,Don't Tell Mom the Babysitter's Dead (1991),,,,,
3240,Officer and a Gentleman,,,,,
3241,Alamo,,,,,
3242,At Close Range (1986),,,,,
3243,Breakheart Pass (1975),,,,,
3244,Friendly Persuasion (1956),,,,,
3245,Gettysburg (1993),,,,,
3246,Imaginary Crimes (1994),,,,,
3247,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),,,,,
3248,Antitrust (2001),,,,,
3249,Double Take (2001),,,,,
3250,Save the Last Dance (2001),,,,,
3251,Panic (2000),,,,,
3252,Pledge,,,,,
3253,Love Field (1992),,,,,
3254,The Man in the Moon (1991),,,,,
3255,Mystic Pizza (1988),,,,,
3256,Prelude to a Kiss (1992),,,,,
3257,I'm Gonna Git You Sucka (1988),,,,,
3258,Untamed Heart (1993),,,,,
3259,Sugar & Spice (2001),,,,,
3260,Wedding Planner,,,,,
3261,Invisible Circus,,,,,
3262,Two Ninas (1999),,,,,
3263,With a Friend Like Harry... (Harry,,,,,
3264,Amazon Women on the Moon (1987),,,,,
3265,Baby Boom (1987),,,,,
3266,Back to the Beach (1987),,,,,
3267,Barfly (1987),,,,,
3268,Beverly Hills Cop II (1987),,,,,
3269,Beverly Hills Cop (1984),,,,,
3270,Big Easy,,,,,
3271,Big Town,,,,,
3272,Born in East L.A. (1987),,,,,
3273,Brave Little Toaster,,,,,
3274,Can't Buy Me Love (1987),,,,,
3275,Cherry 2000 (1987),,,,,
3276,Cry Freedom (1987),,,,,
3277,Dead,,,,,
3278,Dogs in Space (1987),,,,,
3279,Eddie Murphy Raw (1987),,,,,
